sample,field,date,sampling.period,mbc,tillage,irrigation,fertilizer,crop_rotation,residue,cover_crop,clay,gwc,original.field,year
EE 22,EE-1-18,6/12/18,18-Jun,312.5808,no,yes,no,yes,medium-high,no,31.1,13.76734258,1,2018
EE 23,EE-1-18,6/12/18,18-Jun,125.9006,no,yes,no,yes,medium-high,no,31.1,18.37655017,1,2018
EE 24,EE-1-18,6/12/18,18-Jun,447.1642,no,yes,no,yes,medium-high,no,31.1,22.35421166,1,2018
BS 97,BS-1-18,6/12/18,18-Jun,271.3375,no,yes,yes,no,none-low,no,28.8,14.56736035,1,2018
BS 98,BS-1-18,6/12/18,18-Jun,373.3604,no,yes,yes,no,none-low,no,28.8,15.84470094,1,2018
BS 99,BS-1-18,6/12/18,18-Jun,208.3872,no,yes,yes,no,none-low,no,28.8,19.14672216,1,2018
BS 100,BS-1-18,6/12/18,18-Jun,260.484,no,yes,yes,no,none-low,no,28.8,14.1928494,1,2018
BS 101,BS-2-18,6/12/18,18-Jun,382.0432,no,yes,yes,yes,medium-high,no,34.8,21.47239264,2,2018
BS 102,BS-2-18,6/12/18,18-Jun,128.0713,no,yes,yes,yes,medium-high,no,34.8,21.1750306,2,2018
BS 103,BS-2-18,6/12/18,18-Jun,395.0674,no,yes,yes,yes,medium-high,no,34.8,18.21386604,2,2018
BS 104,BS-2-18,6/12/18,18-Jun,210.5579,no,yes,yes,yes,medium-high,no,34.8,20.23809524,2,2018
EE 105,EE-2-18,6/12/18,18-Jun,160.6318,no,yes,no,yes,medium-high,no,28.9,13.44902386,2,2018
EE 106,EE-2-18,6/12/18,18-Jun,230.0942,no,yes,no,yes,medium-high,no,28.9,8.681672026,2,2018
EE 107,EE-2-18,6/12/18,18-Jun,102.0229,no,yes,no,yes,medium-high,no,28.9,7.430997877,2,2018
EE 108,EE-2-18,6/12/18,18-Jun,110.7057,no,yes,no,yes,medium-high,no,28.9,8.198380567,2,2018
BH 37,BH-1-18,6/13/18,18-Jun,260.484,yes,yes,yes,yes,medium-high,no,23.3,14.22319475,1,2018
BH 38,BH-1-18,6/13/18,18-Jun,761.9157,yes,yes,yes,yes,medium-high,no,23.3,14.97747748,1,2018
BH 39,BH-1-18,6/13/18,18-Jun,180.1681,yes,yes,yes,yes,medium-high,no,23.3,16.24588364,1,2018
BH 40,BH-1-18,6/13/18,18-Jun,262.6547,yes,yes,yes,yes,medium-high,no,23.3,16.0815402,1,2018
BH 41,BH-2-18,6/13/18,18-Jun,162.8025,minimal,yes,yes,no,none-low,no,12,9.785932722,2,2018
BH 42,BH-2-18,6/13/18,18-Jun,188.8509,minimal,yes,yes,no,none-low,no,12,8.54978355,2,2018
BH 43,BH-2-18,6/13/18,18-Jun,52.0968,minimal,yes,yes,no,none-low,no,12,8.033826638,2,2018
BH 44,BH-2-18,6/13/18,18-Jun,19.5363,minimal,yes,yes,no,none-low,no,12,9.024896266,2,2018
BH 45,BH-3-18,6/13/18,18-Jun,212.7286,minimal,yes,yes,no,none-low,yes,14.4,8.130081301,3,2018
BH 46,BH-3-18,6/13/18,18-Jun,154.1197,minimal,yes,yes,no,none-low,yes,14.4,8.261287224,3,2018
BH 47,BH-3-18,6/13/18,18-Jun,299.5566,minimal,yes,yes,no,none-low,yes,14.4,9.051724138,3,2018
BH 48,BH-3-18,6/13/18,18-Jun,78.1452,minimal,yes,yes,no,none-low,yes,14.4,9.2042186,3,2018
TG 25,TG-1-18,9/21/18,18-Oct,266.9711494,no,yes,yes,yes,medium-high,no,26.9,4.219409283,1,2018
TG 26,TG-1-18,9/21/18,18-Oct,376.4502252,no,yes,yes,yes,medium-high,no,26.9,5.989304813,1,2018
TG 27,TG-1-18,9/21/18,18-Oct,158.4611,no,yes,yes,yes,medium-high,no,26.9,7.08915145,1,2018
TG 28,TG-1-18,9/21/18,18-Oct,97.6815,no,yes,yes,yes,medium-high,no,26.9,6.951871658,1,2018
TG 29,TG-2-18,9/21/18,18-Oct,117.2677011,yes,yes,yes,yes,none-low,no,27.2,9.290187891,2,2018
TG 30,TG-2-18,9/21/18,18-Oct,239.5592342,yes,yes,yes,yes,none-low,no,27.2,7.96555436,2,2018
TG 31,TG-2-18,9/21/18,18-Oct,104.1936,yes,yes,yes,yes,none-low,no,27.2,9.586056645,2,2018
TG 32,TG-2-18,9/21/18,18-Oct,71.6331,yes,yes,yes,yes,none-low,no,27.2,7.112068966,2,2018
TG 33,TG-3-18,9/21/18,18-Oct,227.0502299,no,yes,yes,yes,medium-high,yes,30.7,10.10752688,3,2018
TG 34,TG-3-18,9/21/18,18-Oct,449.7846847,no,yes,yes,yes,medium-high,yes,30.7,8.062827225,3,2018
TG 35,TG-3-18,9/21/18,18-Oct,193.1923,no,yes,yes,yes,medium-high,yes,30.7,10.61269147,3,2018
TG 36,TG-3-18,9/21/18,18-Oct,169.3146,no,yes,yes,yes,medium-high,yes,30.7,10.98654709,3,2018
RN 49,RN-1-18,9/21/18,18-Oct,97.30724138,no,yes,yes,yes,medium-high,yes,24.8,8.798283262,1,2018
RN 50,RN-1-18,9/21/18,18-Oct,501.1188063,no,yes,yes,yes,medium-high,yes,24.8,9.040178571,1,2018
RN 51,RN-1-18,9/21/18,18-Oct,201.8751,no,yes,yes,yes,medium-high,yes,24.8,10.1210121,1,2018
RN 52,RN-1-18,9/21/18,18-Oct,282.191,no,yes,yes,yes,medium-high,yes,24.8,12.4300112,1,2018
RN 53,RN-2-18,9/21/18,18-Oct,164.6737931,minimal,yes,yes,no,none-low,yes,27.2,7.531380753,2,2018
RN 54,RN-2-18,9/21/18,18-Oct,34.22274775,minimal,yes,yes,no,none-low,yes,27.2,8.378088077,2,2018
RN 55,RN-2-18,9/21/18,18-Oct,164.9732,minimal,yes,yes,no,none-low,yes,27.2,7.456140351,2,2018
RN 56,RN-2-18,9/21/18,18-Oct,99.8522,minimal,yes,yes,no,none-low,yes,27.2,7.815845824,2,2018
RN 57,RN-3-18,9/21/18,18-Oct,556.3978161,no,yes,yes,yes,medium-high,yes,30.8,13.88261851,3,2018
RN 58,RN-3-18,9/21/18,18-Oct,300.6712838,no,yes,yes,yes,medium-high,yes,30.8,15.75492341,3,2018
RN 59,RN-3-18,9/21/18,18-Oct,219.2407,no,yes,yes,yes,medium-high,yes,30.8,17.08185053,3,2018
RN 60,RN-3-18,9/21/18,18-Oct,104.1936,no,yes,yes,yes,medium-high,yes,30.8,18.52300242,3,2018
JB 1,JB-1-18,9/28/18,18-Oct,260.484,no,yes,yes,yes,medium-high,no,11,9.667024705,1,2018
JB 2,JB-1-18,9/28/18,18-Oct,102.0229,no,yes,yes,yes,medium-high,no,11,9.528907923,1,2018
JB 3,JB-1-18,9/28/18,18-Oct,358.1655,no,yes,yes,yes,medium-high,no,11,10.29900332,1,2018
JB 4,JB-1-18,9/28/18,18-Oct,314.7515,no,yes,yes,yes,medium-high,no,11,9.638554217,1,2018
JB 5,JB-2-18,9/28/18,18-Oct,371.1897,no,no,no,no,none-low,yes,9,8.253968254,2,2018
JB 6,JB-2-18,9/28/18,18-Oct,301.7273,no,no,no,no,none-low,yes,9,10.44467425,2,2018
JB 7,JB-2-18,9/28/18,18-Oct,479.7247,no,no,no,no,none-low,yes,9,7.376185458,2,2018
JB 8,JB-2-18,9/28/18,18-Oct,204.0458,no,no,no,no,none-low,yes,9,8.547888774,2,2018
JB 9,JB-3-18,9/28/18,18-Oct,412.433,minimal,yes,yes,yes,medium-high,no,10.6,9.151785714,3,2018
JB 10,JB-3-18,9/28/18,18-Oct,499.261,minimal,yes,yes,yes,medium-high,no,10.6,11.38560687,3,2018
JB 11,JB-3-18,9/28/18,18-Oct,473.2126,minimal,yes,yes,yes,medium-high,no,10.6,10.22128556,3,2018
JB 12,JB-3-18,9/28/18,18-Oct,395.0674,minimal,yes,yes,yes,medium-high,no,10.6,10.93073593,3,2018
MH 61,MH-1-18,9/28/18,18-Oct,329.9464,minimal,no,yes,no,none-low,yes,21.2,11.69265033,1,2018
MH 62,MH-1-18,9/28/18,18-Oct,273.5082,minimal,no,yes,no,none-low,yes,21.2,12.51336898,1,2018
MH 63,MH-1-18,9/28/18,18-Oct,232.2649,minimal,no,yes,no,none-low,yes,21.2,11.71875,1,2018
MH 64,MH-1-18,9/28/18,18-Oct,666.4049,minimal,no,yes,no,none-low,yes,21.2,9.395973154,1,2018
MH 65,MH-2-18,9/28/18,18-Oct,386.3846,minimal,no,yes,no,none-low,yes,13,14.58563536,2,2018
MH 66,MH-2-18,9/28/18,18-Oct,167.1439,minimal,no,yes,no,none-low,yes,13,13.18327974,2,2018
MH 67,MH-2-18,9/28/18,18-Oct,696.7947,minimal,no,yes,no,none-low,yes,13,13.0952381,2,2018
MH 68,MH-2-18,9/28/18,18-Oct,243.1184,minimal,no,yes,no,none-low,yes,13,12.04954955,2,2018
MH 69,MH-3-18,9/28/18,18-Oct,78.1452,minimal,no,yes,no,none-low,yes,10.8,12.41685144,3,2018
MH 70,MH-3-18,9/28/18,18-Oct,371.1897,minimal,no,yes,no,none-low,yes,10.8,11.65254237,3,2018
MH 71,MH-3-18,9/28/18,18-Oct,698.9654,minimal,no,yes,no,none-low,yes,10.8,9.357997824,3,2018
MH 72,MH-3-18,9/28/18,18-Oct,286.5324,minimal,no,yes,no,none-low,yes,10.8,9.203722854,3,2018
CK 85,CK-1-18,10/1/18,18-Oct,26.0484,no,yes,no,yes,medium-high,no,36.8,26.96493349,1,2018
CK 86,CK-1-18,10/1/18,18-Oct,36.9019,no,yes,no,yes,medium-high,no,36.8,24.00960384,1,2018
CK 87,CK-1-18,10/1/18,18-Oct,49.9261,no,yes,no,yes,medium-high,no,36.8,25.55685815,1,2018
CK 88,CK-1-18,10/1/18,18-Oct,167.1439,no,yes,no,yes,medium-high,no,36.8,26.09756098,1,2018
CK 89,CK-2-18,10/1/18,18-Oct,162.8025,no,yes,no,yes,medium-high,no,38,31.35271808,2,2018
CK 90,CK-2-18,10/1/18,18-Oct,547.0164,no,yes,no,yes,medium-high,no,38,29.56521739,2,2018
CK 91,CK-2-18,10/1/18,18-Oct,481.8954,no,yes,no,yes,medium-high,no,38,28.95752896,2,2018
CK 92,CK-2-18,10/1/18,18-Oct,164.9732,no,yes,no,yes,medium-high,no,38,27.01421801,2,2018
CK 93,CK-3-18,10/1/18,18-Oct,340.7999,no,yes,no,yes,medium-high,no,33.6,25.20612485,3,2018
CK 94,CK-3-18,10/1/18,18-Oct,39.0726,no,yes,no,yes,medium-high,no,33.6,24.60606061,3,2018
CK 95,CK-3-18,10/1/18,18-Oct,145.4369,no,yes,no,yes,medium-high,no,33.6,26.89486553,3,2018
CK 96,CK-3-18,10/1/18,18-Oct,75.9745,no,yes,no,yes,medium-high,no,33.6,27.76442308,3,2018
KK 73,KK-1-18,10/11/18,18-Oct,110.7057,no,yes,no,yes,medium-high,yes,14.4,13.17829457,1,2018
KK 74,KK-1-18,10/11/18,18-Oct,264.8254,no,yes,no,yes,medium-high,yes,14.4,14.51428571,1,2018
KK 75,KK-1-18,10/11/18,18-Oct,208.3872,no,yes,no,yes,medium-high,yes,14.4,13.54051054,1,2018
KK 76,KK-1-18,10/11/18,18-Oct,97.6815,no,yes,no,yes,medium-high,yes,14.4,12.27321238,1,2018
KK 77,KK-2-18,10/11/18,18-Oct,52.0968,no,yes,yes,no,none-low,no,12.8,9.808102345,2,2018
KK 78,KK-2-18,10/11/18,18-Oct,230.0942,no,yes,yes,no,none-low,no,12.8,10.81967213,2,2018
KK 79,KK-2-18,10/11/18,18-Oct,186.6802,no,yes,yes,no,none-low,no,12.8,11.40642303,2,2018
KK 80,KK-2-18,10/11/18,18-Oct,112.8764,no,yes,yes,no,none-low,no,12.8,10.77085533,2,2018
KK 81,KK-3-18,10/11/18,18-Oct,58.6089,no,yes,no,yes,medium-high,yes,15.2,10.1659751,3,2018
KK 82,KK-3-18,10/11/18,18-Oct,108.535,no,yes,no,yes,medium-high,yes,15.2,13.10043668,3,2018
KK 83,KK-3-18,10/11/18,18-Oct,204.0458,no,yes,no,yes,medium-high,yes,15.2,11.45038168,3,2018
KK 84,KK-3-18,10/11/18,18-Oct,347.312,no,yes,no,yes,medium-high,yes,15.2,12.09406495,3,2018
JA 109,JA-1-18,9/24/18,18-Oct,325.605,no,no,no,yes,medium-high,no,8.4,8.67768595,1,2018
JA 110,JA-1-18,9/24/18,18-Oct,436.3107,no,no,no,yes,medium-high,no,8.4,7.880724175,1,2018
JA 111,JA-1-18,9/24/18,18-Oct,846.573,no,no,no,yes,medium-high,no,8.4,6.444683136,1,2018
JA 112,JA-1-18,9/24/18,18-Oct,371.1897,no,no,no,yes,medium-high,no,8.4,6.430868167,1,2018
JA 113,JA-2-18,9/24/18,18-Oct,388.5553,yes,yes,yes,no,none-low,no,10.4,8.53909465,2,2018
JA 114,JA-2-18,9/24/18,18-Oct,297.3859,yes,yes,yes,no,none-low,no,10.4,9.493670886,2,2018
JA 115,JA-2-18,9/24/18,18-Oct,121.5592,yes,yes,yes,no,none-low,no,10.4,8.742004264,2,2018
JA 116,JA-2-18,9/24/18,18-Oct,340.7999,yes,yes,yes,no,none-low,no,10.4,7.227615965,2,2018
JA 117,JA-3-18,9/24/18,18-Oct,455.847,yes,no,yes,no,none-low,no,9.9,6.83491062,3,2018
JA 118,JA-3-18,9/24/18,18-Oct,240.9477,yes,no,yes,no,none-low,no,9.9,6.759656652,3,2018
JA 119,JA-3-18,9/24/18,18-Oct,321.2636,yes,no,yes,no,none-low,no,9.9,5.584826133,3,2018
JA 120,JA-3-18,9/24/18,18-Oct,638.1858,yes,no,yes,no,none-low,no,9.9,6.209850107,3,2018
KS 121,KS-1-18,9/20/18,18-Oct,136.7541,yes,yes,yes,no,none-low,no,24.4,5.050505051,1,2018
KS 122,KS-1-18,9/20/18,18-Oct,119.3885,yes,yes,yes,no,none-low,no,24.4,3.806584362,1,2018
KS 123,KS-1-18,9/20/18,18-Oct,-34.7312,yes,yes,yes,no,none-low,no,24.4,4.109589041,1,2018
KS 124,KS-1-18,9/20/18,18-Oct,102.0229,yes,yes,yes,no,none-low,no,24.4,3.929679421,1,2018
KS 125,KS-2-18,9/20/18,18-Oct,284.3617,yes,no,no,no,none-low,no,13,5.994005994,2,2018
KS 126,KS-2-18,9/20/18,18-Oct,334.2878,yes,no,no,no,none-low,no,13,7.327141383,2,2018
KS 127,KS-2-18,9/20/18,18-Oct,65.121,yes,no,no,no,none-low,no,13,4.995004995,2,2018
KS 128,KS-2-18,9/20/18,18-Oct,256.1426,yes,no,no,no,none-low,no,13,4.275996113,2,2018
KS 129,KS-3-18,9/20/18,18-Oct,171.4853,minimal,no,no,no,medium-high,no,24.5,11.08695652,3,2018
KS 130,KS-3-18,9/20/18,18-Oct,10.8535,minimal,no,no,no,medium-high,no,24.5,4.291417166,3,2018
KS 131,KS-3-18,9/20/18,18-Oct,86.828,minimal,no,no,no,medium-high,no,24.5,5.705705706,3,2018
KS 132,KS-3-18,9/20/18,18-Oct,102.0229,minimal,no,no,no,medium-high,no,24.5,7.434554974,3,2018
BE 13,BE-1-18,9/26/18,18-Oct,169.3146,no,yes,yes,yes,medium-high,no,33.1,12.78026906,1,2018
BE 14,BE-1-18,9/26/18,18-Oct,125.9006,no,yes,yes,yes,medium-high,no,33.1,7.165437302,1,2018
BE 15,BE-1-18,9/26/18,18-Oct,21.707,no,yes,yes,yes,medium-high,no,33.1,-0.777378292,1,2018
BE 16,BE-1-18,9/26/18,18-Oct,23.8777,no,yes,yes,yes,medium-high,no,33.1,10.31578947,1,2018
BE 17,BE-2-18,9/26/18,18-Oct,180.1681,no,no,no,yes,medium-high,no,28.5,16.42294713,2,2018
BE 18,BE-2-18,9/26/18,18-Oct,201.8751,no,no,no,yes,medium-high,no,28.5,14.63146315,2,2018
BE 19,BE-2-18,9/26/18,18-Oct,106.3643,no,no,no,yes,medium-high,no,28.5,12.36673774,2,2018
BE 20,BE-2-18,9/26/18,18-Oct,253.9719,no,no,no,yes,medium-high,no,28.5,13.03867403,2,2018
EE 21,EE-1-18,9/26/18,18-Oct,290.8738,no,yes,no,yes,medium-high,no,31.1,10.22964509,1,2018
EE 22,EE-1-18,9/26/18,18-Oct,149.7783,no,yes,no,yes,medium-high,no,31.1,13.35578002,1,2018
EE 23,EE-1-18,9/26/18,18-Oct,199.7044,no,yes,no,yes,medium-high,no,31.1,14.57399103,1,2018
EE 24,EE-1-18,9/26/18,18-Oct,121.5592,no,yes,no,yes,medium-high,no,31.1,10.10526316,1,2018
BS 97,BS-1-18,9/26/18,18-Oct,104.1936,no,yes,yes,no,none-low,no,28.8,10.80786026,1,2018
BS 98,BS-1-18,9/26/18,18-Oct,156.2904,no,yes,yes,no,none-low,no,28.8,11.44067797,1,2018
BS 99,BS-1-18,9/26/18,18-Oct,45.5847,no,yes,yes,no,none-low,no,28.8,8.981380066,1,2018
BS 100,BS-1-18,9/26/18,18-Oct,223.5821,no,yes,yes,no,none-low,no,28.8,8.135942327,1,2018
BS 101,BS-2-18,9/26/18,18-Oct,156.2904,no,yes,yes,yes,medium-high,no,34.8,13.22869955,2,2018
BS 102,BS-2-18,9/26/18,18-Oct,180.1681,no,yes,yes,yes,medium-high,no,34.8,11.44640999,2,2018
BS 103,BS-2-18,9/26/18,18-Oct,104.1936,no,yes,yes,yes,medium-high,no,34.8,13.58159912,2,2018
BS 104,BS-2-18,9/26/18,18-Oct,73.8038,no,yes,yes,yes,medium-high,no,34.8,13.15192744,2,2018
EE 105,EE-2-18,9/26/18,18-Oct,186.6802,no,yes,no,yes,medium-high,no,28.9,13.73626374,2,2018
EE 106,EE-2-18,9/26/18,18-Oct,47.7554,no,yes,no,yes,medium-high,no,28.9,9.572301426,2,2018
EE 107,EE-2-18,9/26/18,18-Oct,225.7528,no,yes,no,yes,medium-high,no,28.9,12.17587373,2,2018
EE 108,EE-2-18,9/26/18,18-Oct,58.6089,no,yes,no,yes,medium-high,no,28.9,10.98901099,2,2018
BH 37,BH-1-18,10/1/18,18-Oct,316.9222,yes,yes,yes,yes,medium-high,no,23.3,13.72093023,1,2018
BH 38,BH-1-18,10/1/18,18-Oct,128.0713,yes,yes,yes,yes,medium-high,no,23.3,10.63596491,1,2018
BH 39,BH-1-18,10/1/18,18-Oct,342.9706,yes,yes,yes,yes,medium-high,no,23.3,12.1436114,1,2018
BH 40,BH-1-18,10/1/18,18-Oct,154.1197,yes,yes,yes,yes,medium-high,no,23.3,13.30472103,1,2018
BH 41,BH-2-18,10/1/18,18-Oct,123.7299,minimal,yes,yes,no,none-low,no,12,9.766454352,2,2018
BH 42,BH-2-18,10/1/18,18-Oct,177.9974,minimal,yes,yes,no,none-low,no,12,13.01518438,2,2018
BH 43,BH-2-18,10/1/18,18-Oct,130.242,minimal,yes,yes,no,none-low,no,12,8.823529412,2,2018
BH 44,BH-2-18,10/1/18,18-Oct,184.5095,minimal,yes,yes,no,none-low,no,12,7.783783784,2,2018
BH 45,BH-3-18,10/1/18,18-Oct,217.07,minimal,yes,yes,no,none-low,yes,14.4,9.528907923,3,2018
BH 46,BH-3-18,10/1/18,18-Oct,264.8254,minimal,yes,yes,no,none-low,yes,14.4,9.02173913,3,2018
BH 47,BH-3-18,10/1/18,18-Oct,80.3159,minimal,yes,yes,no,none-low,yes,14.4,9.660842754,3,2018
BH 48,BH-3-18,10/1/18,18-Oct,214.8993,minimal,yes,yes,no,none-low,yes,14.4,9.450549451,3,2018
TG 25,TG-1-18,8/1/18,18-Aug,204.5947126,no,yes,yes,yes,medium-high,no,26.9,29.54,1,2018
TG 26,TG-1-18,8/1/18,18-Aug,168.6692568,no,yes,yes,yes,medium-high,no,26.9,22.25,1,2018
TG 27,TG-1-18,8/1/18,18-Aug,386.3846,no,yes,yes,yes,medium-high,no,26.9,22.79,1,2018
TG 28,TG-1-18,8/1/18,18-Aug,421.1158,no,yes,yes,yes,medium-high,no,26.9,24.04,1,2018
TG 29,TG-2-18,8/1/18,18-Aug,266.9711494,yes,yes,yes,yes,none-low,no,27.2,12.99,2,2018
TG 30,TG-2-18,8/1/18,18-Aug,249.3371622,yes,yes,yes,yes,none-low,no,27.2,12.11,2,2018
TG 31,TG-2-18,8/1/18,18-Aug,106.3643,yes,yes,yes,yes,none-low,no,27.2,15.77,2,2018
TG 32,TG-2-18,8/1/18,18-Aug,143.2662,yes,yes,yes,yes,none-low,no,27.2,10.89,2,2018
TG 33,TG-3-18,8/1/18,18-Aug,294.4167816,no,yes,yes,yes,medium-high,yes,30.7,17.35,3,2018
TG 34,TG-3-18,8/1/18,18-Aug,100.2237613,no,yes,yes,yes,medium-high,yes,30.7,18,3,2018
TG 35,TG-3-18,8/1/18,18-Aug,284.3617,no,yes,yes,yes,medium-high,yes,30.7,17.63,3,2018
TG 36,TG-3-18,8/1/18,18-Aug,586.089,no,yes,yes,yes,medium-high,yes,30.7,18.5,3,2018
RN 49,RN-1-18,8/1/18,18-Aug,399.2091954,no,yes,yes,yes,medium-high,yes,24.8,18.05,1,2018
RN 50,RN-1-18,8/1/18,18-Aug,276.226464,no,yes,yes,yes,medium-high,yes,24.8,18.01,1,2018
RN 51,RN-1-18,8/1/18,18-Aug,106.3643,no,yes,yes,yes,medium-high,yes,24.8,19.05,1,2018
RN 52,RN-1-18,8/1/18,18-Aug,416.7744,no,yes,yes,yes,medium-high,yes,24.8,18.86,1,2018
RN 53,RN-2-18,8/1/18,18-Aug,870.7750575,minimal,yes,yes,no,none-low,yes,27.2,6.86,2,2018
RN 54,RN-2-18,8/1/18,18-Aug,58.66756757,minimal,yes,yes,no,none-low,yes,27.2,7.72,2,2018
RN 55,RN-2-18,8/1/18,18-Aug,86.828,minimal,yes,yes,no,none-low,yes,27.2,5.67,2,2018
RN 56,RN-2-18,8/1/18,18-Aug,201.8751,minimal,yes,yes,no,none-low,yes,27.2,7.3,2,2018
RN 57,RN-3-18,8/1/18,18-Aug,613.7841379,no,yes,yes,yes,medium-high,yes,30.8,11.46,3,2018
RN 58,RN-3-18,8/1/18,18-Aug,127.1130631,no,yes,yes,yes,medium-high,yes,30.8,14.84,3,2018
RN 59,RN-3-18,8/1/18,18-Aug,846.573,no,yes,yes,yes,medium-high,yes,30.8,19.44,3,2018
RN 60,RN-3-18,8/1/18,18-Aug,395.0674,no,yes,yes,yes,medium-high,yes,30.8,22.88,3,2018
KS 121,KS-1-18,8/6/18,18-Aug,191.0216,yes,yes,yes,no,none-low,no,24.4,2.679528403,1,2018
KS 122,KS-1-18,8/6/18,18-Aug,160.6318,yes,yes,yes,no,none-low,no,24.4,2.872340426,1,2018
KS 123,KS-1-18,8/6/18,18-Aug,555.6992,yes,yes,yes,no,none-low,no,24.4,3.151260504,1,2018
KS 124,KS-1-18,8/6/18,18-Aug,104.1936,yes,yes,yes,no,none-low,no,24.4,2.819738167,1,2018
KS 125,KS-2-18,8/6/18,18-Aug,284.3617,yes,no,no,no,none-low,no,13,1.5625,2,2018
KS 126,KS-2-18,8/6/18,18-Aug,280.0203,yes,no,no,no,none-low,no,13,1.711229947,2,2018
KS 127,KS-2-18,8/6/18,18-Aug,110.7057,yes,no,no,no,none-low,no,13,1.527494908,2,2018
KS 128,KS-2-18,8/6/18,18-Aug,230.0942,yes,no,no,no,none-low,no,13,1.825557809,2,2018
KS 129,KS-3-18,8/6/18,18-Aug,164.9732,minimal,no,no,no,medium-high,no,24.5,2.564102564,3,2018
KS 130,KS-3-18,8/6/18,18-Aug,10.8535,minimal,no,no,no,medium-high,no,24.5,2.814070352,3,2018
KS 131,KS-3-18,8/6/18,18-Aug,-21.707,minimal,no,no,no,medium-high,no,24.5,2.649006623,3,2018
KS 132,KS-3-18,8/6/18,18-Aug,-45.5847,minimal,no,no,no,medium-high,no,24.5,2.714932127,3,2018
MH 61,MH-1-18,8/1/18,18-Aug,128.0713,minimal,no,yes,no,none-low,yes,21.2,5.263157895,1,2018
MH 62,MH-1-18,8/1/18,18-Aug,58.6089,minimal,no,yes,no,none-low,yes,21.2,3.842459174,1,2018
MH 63,MH-1-18,8/1/18,18-Aug,119.3885,minimal,no,yes,no,none-low,yes,21.2,5.826271186,1,2018
MH 65,MH-2-18,8/1/18,18-Aug,195.363,minimal,no,yes,no,none-low,yes,13,4.466019417,2,2018
MH 66,MH-2-18,8/1/18,18-Aug,162.8025,minimal,no,yes,no,none-low,yes,13,4.105263158,2,2018
MH 67,MH-2-18,8/1/18,18-Aug,32.5605,minimal,no,yes,no,none-low,yes,13,7.258064516,2,2018
MH 68,MH-2-18,8/1/18,18-Aug,108.535,minimal,no,yes,no,none-low,yes,13,3.235591507,2,2018
MH 69,MH-3-18,8/1/18,18-Aug,303.898,minimal,no,yes,no,none-low,yes,10.8,3.608736942,3,2018
MH 70,MH-3-18,8/1/18,18-Aug,93.3401,minimal,no,yes,no,none-low,yes,10.8,2.887391723,3,2018
MH 71,MH-3-18,8/1/18,18-Aug,62.9503,minimal,no,yes,no,none-low,yes,10.8,1.45631068,3,2018
MH 72,MH-3-18,8/1/18,18-Aug,65.121,minimal,no,yes,no,none-low,yes,10.8,1.384767557,3,2018
CK 85,CK-1-18,8/1/18,18-Aug,82.4866,no,yes,no,yes,medium-high,no,36.8,17.62854145,1,2018
CK 86,CK-1-18,8/1/18,18-Aug,149.7783,no,yes,no,yes,medium-high,no,36.8,17.55379388,1,2018
CK 87,CK-1-18,8/1/18,18-Aug,388.5553,no,yes,no,yes,medium-high,no,36.8,22.93144208,1,2018
CK 88,CK-1-18,8/1/18,18-Aug,273.5082,no,yes,no,yes,medium-high,no,36.8,21.30965594,1,2018
CK 89,CK-2-18,8/1/18,18-Aug,319.0929,no,yes,no,yes,medium-high,no,38,18.79194631,2,2018
CK 90,CK-2-18,8/1/18,18-Aug,490.5782,no,yes,no,yes,medium-high,no,38,14.17085427,2,2018
CK 91,CK-2-18,8/1/18,18-Aug,132.4127,no,yes,no,yes,medium-high,no,38,15.14124294,2,2018
CK 92,CK-2-18,8/1/18,18-Aug,345.1413,no,yes,no,yes,medium-high,no,38,15.35982814,2,2018
CK 93,CK-3-18,8/1/18,18-Aug,299.5566,no,yes,no,yes,medium-high,no,33.6,14.83146067,3,2018
CK 94,CK-3-18,8/1/18,18-Aug,334.2878,no,yes,no,yes,medium-high,no,33.6,17.86903441,3,2018
CK 95,CK-3-18,8/1/18,18-Aug,243.1184,no,yes,no,yes,medium-high,no,33.6,13.17016317,3,2018
CK 96,CK-3-18,8/1/18,18-Aug,329.9464,no,yes,no,yes,medium-high,no,33.6,16.84901532,3,2018
KK 73,KK-1-18,8/2/18,18-Aug,553.5285,no,yes,no,yes,medium-high,yes,14.4,10.51344743,1,2018
KK 74,KK-1-18,8/2/18,18-Aug,175.8267,no,yes,no,yes,medium-high,yes,14.4,11.50234742,1,2018
KK 75,KK-1-18,8/2/18,18-Aug,939.9131,no,yes,no,yes,medium-high,yes,14.4,16.64596273,1,2018
KK 76,KK-1-18,8/2/18,18-Aug,794.4762,no,yes,no,yes,medium-high,yes,14.4,11.9244392,1,2018
KK 77,KK-2-18,8/2/18,18-Aug,557.8699,no,yes,yes,no,none-low,no,12.8,7.523148148,2,2018
KK 78,KK-2-18,8/2/18,18-Aug,160.6318,no,yes,yes,no,none-low,no,12.8,11.81102362,2,2018
KK 79,KK-2-18,8/2/18,18-Aug,329.9464,no,yes,yes,no,none-low,no,12.8,8.146639511,2,2018
KK 80,KK-2-18,8/2/18,18-Aug,251.8012,no,yes,yes,no,none-low,no,12.8,6.526315789,2,2018
KK 81,KK-3-18,8/2/18,18-Aug,388.5553,no,yes,no,yes,medium-high,yes,15.2,8.137254902,3,2018
KK 82,KK-3-18,8/2/18,18-Aug,438.4814,no,yes,no,yes,medium-high,yes,15.2,9.07079646,3,2018
